dates,ID,content,rt,like
2022-03-13,Elon Musk@elonmusk,What are your thoughts about probable inflation rate over next few years?,12K,150K
2022-03-14,Elon Musk@elonmusk,There is a beauty to the biological substrate,4.5K,85K
2022-03-14,Elon Musk@elonmusk,By the pricking of my thumbs …,4.6K,103K
2022-03-14,Elon Musk@elonmusk,"I hereby challenge
Владимир Путин 
to single combat

Stakes are Україна",69K,368K
2022-03-15,Elon Musk@elonmusk,Congratulations SpaceX team for all that you have accomplished!,8.1K,114K
2022-03-15,Elon Musk@elonmusk,"Telegram post by Ramzan Kadyrov, head of Chechen Republic!",24K,211K
2022-03-17,Elon Musk@elonmusk,Working on Master Plan Part 3,16K,254K
2022-03-17,Elon Musk@elonmusk,Working hard to make useful products & services for your fellow humans is deeply morally good,24K,277K
2022-03-19,Elon Musk@elonmusk,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",14K,146K
2022-03-21,Elon Musk@elonmusk,Deployment of 53 Starlink satellites confirmed,4.4K,73K
2022-03-22,Elon Musk@elonmusk,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,11K,196K
2022-03-24,Elon Musk@elonmusk, Danke Deutschland!! ,14K,257K
2022-03-24,Elon Musk@elonmusk,Twitter algorithm should be open source,11K,64K
2022-04-08,Elon Musk@elonmusk, NASA ,5.9K,80K
2022-04-08,Elon Musk@elonmusk,Show starts in ~20 mins,4.3K,57K
2022-04-09,Elon Musk@elonmusk,"Great work by Tesla Texas Team!!

Built & delivered first Giga Texas production cars & threw a killer opening party  ",10K,185K
2022-04-09,Elon Musk@elonmusk,Interesting,6.3K,62K
2022-04-09,Elon Musk@elonmusk,"Most of these “top” accounts tweet rarely and post very little content. 

Is Twitter dying?",21K,194K
2022-04-09,Elon Musk@elonmusk,Truth is the first casualty.,24K,190K
2022-04-14,Elon Musk@elonmusk,69.420% of statistics are false,66K,671K
2022-04-14,Elon Musk@elonmusk,"I made an offer 
https://sec.gov/Archives/edgar/data/0001418091/000110465922045641/tm2212748d1_sc13da.htm…",128K,850K
2022-04-14,Elon Musk@elonmusk,"Taking Twitter private at $54.20 should be up to shareholders, not the board",33K,192K
2022-04-14,Elon Musk@elonmusk,iu,92K,1.1M
2022-04-16,Elon Musk@elonmusk,,21K,223K
2022-04-17,Elon Musk@elonmusk, Love Me Tender ,26K,361K
2022-04-17,Elon Musk@elonmusk,Smooth landing video,16K,223K
2022-04-28,Elon Musk@elonmusk,Happy Easter!,37K,551K
2022-04-28,Elon Musk@elonmusk,"Listen, I can’t do miracles ok",222K,2.4M
2022-04-28,Elon Musk@elonmusk,.@CocaCola Oh hi lol,45K,586K
2022-04-29,Elon Musk@elonmusk,"The far left hates everyone, themselves included!",128K,1.1M
2022-05-01,Elon Musk@elonmusk,"Since I’ve been asked a lot:

Buy stock in several companies that make products & services that *you* believe in.

Only sell if you think their products & services are trending worse. Don’t panic when the market does.

This will serve you well in the long-term.",110K,1M
2022-05-02,Elon Musk@elonmusk,"the elusive beauty of imperfection

侘寂",28K,385K
2022-05-02,Elon Musk@elonmusk,As I was saying …,104K,1.2M
2022-05-03,Elon Musk@elonmusk,"Who funds these organizations that want to control your access to information? Let’s investigate …
https://cnn.com/2022/05/03/tech/twitter-letter-content-policies/index.html?utm_term=link&utm_source=twCNN&utm_content=2022-05-03T19%3A15%3A05&utm_medium=social…",53K,361K
2022-05-03,Elon Musk@elonmusk,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",32K,394K
2022-05-04,Elon Musk@elonmusk,I dunno … seems kinda fungible,31K,435K
2022-05-06,Elon Musk@elonmusk,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec & server hardware",35K,362K
2022-05-06,Elon Musk@elonmusk,Another Starlink mission completed,9.9K,139K
2022-05-09,Elon Musk@elonmusk,.@Rogozin sent this to Russian media,8.9K,102K
2022-05-09,Elon Musk@elonmusk,"If I die under mysterious circumstances, it’s been nice knowin ya",201K,1.7M
2022-05-09,Elon Musk@elonmusk,Chocolate milk is insanely good. Just had some.,83K,1M
2022-05-11,Elon Musk@elonmusk,"Starlink has resisted Russian cyberwar jamming & hacking attempts so far, but they’re ramping up their efforts",14K,139K
2022-05-19,Elon Musk@elonmusk,A party more moderate on all issues than either Reps or Dems would be ideal,19K,225K
2022-05-19,Elon Musk@elonmusk,"Good night, sweet maestro, and flights of angels sing thee to thy rest",6.3K,71K
2022-05-19,Elon Musk@elonmusk,Wise words https://x.com/BillyM2k/statu/BillyM2k/status/1527325248643026944…,7.3K,71K
2022-05-20,Elon Musk@elonmusk,"To be clear, I’m spending <5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!

Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.

So may seem like below, but not true.",18K,235K
2022-05-20,Elon Musk@elonmusk,The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,91K,693K
2022-05-20,Elon Musk@elonmusk,"Finally, we get to use Elongate as scandal name. It’s kinda perfect. ",27K,263K
2022-05-20,Elon Musk@elonmusk,"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas & environmental monitoring of Amazon!    ",57K,553K
2022-05-20,Elon Musk@elonmusk,Worth watching this interview with @theallinpod. The May 16 date is important.,6K,48K
2022-05-20,Elon Musk@elonmusk,Sus man,22K,232K
2022-05-20,Elon Musk@elonmusk,"Tesla is building a hardcore litigation department where we directly initiate & execute lawsuits. The team will report directly to me. 

Please send 3 to 5 bullet points describing evidence of exceptional ability.

justice@tesla.com",27K,201K
2022-05-21,Elon Musk@elonmusk,Accurate,3.6K,44K
2022-05-23,Elon Musk@elonmusk,"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",27K,316K
2022-05-23,Elon Musk@elonmusk,Netflix documentary about returning astronauts to orbit after Space Shuttle program ended,8.6K,97K
2022-05-23,Elon Musk@elonmusk,"Starlink now available for RVs, campers & other large vehicle users (note, antenna too big for cars)",9.9K,88K
2022-05-30,Elon Musk@elonmusk,I miss them,32K,475K
2022-05-31,Elon Musk@elonmusk,Veridis Quo,4.4K,63K
2022-05-31,Elon Musk@elonmusk,Tesla Plaid S cruising around Austin with volume at 11 is sublime,4K,86K
2022-05-31,Elon Musk@elonmusk,Literally …,42K,434K
2022-06-01,Elon Musk@elonmusk,10 years since SpaceX’s first mission to @Space_Station,5.1K,59K
2022-06-03,Elon Musk@elonmusk,Tesla scores 100/100 for 7th year in a row for LGBTQ equality,5K,59K
2022-06-03,Elon Musk@elonmusk,"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",9.2K,118K
2022-06-04,Elon Musk@elonmusk,Los Angeles is fortunate to have someone like Rick Caruso running for mayor. He’s awesome.,8.1K,102K
2022-06-04,Elon Musk@elonmusk,Johnny Rotten of The Sex Pistols,36K,198K
2022-06-04,Elon Musk@elonmusk,Diabolical!,22K,231K
2022-06-04,Elon Musk@elonmusk,Getty watermark is the coup de grâce,5.4K,91K
