dates,ID,content,rt,like
2023-03-25,John Legere@JohnLegere,We’re getting down to the Top 8 in #MarchMadness! Who are you cheering on this weekend?,1,20
2023-03-25,John Legere@JohnLegere,It was the end of an era for some pop culture fans yesterday as Pokemon fans said goodbye to Ash and Pikachu after 26 years. What a run!,14,81
2023-03-26,John Legere@JohnLegere,People across the internet are still buzzing about the TikTok Congressional hearing on Thursday. What are your thoughts?,3,33
2023-03-26,John Legere@JohnLegere,"Have you donated yet?! I may be resting this foot, but Lizzy and I will still run in the Boston Marathon to support the Dana Farber Cancer Institute! Help us reach $100,000!",5,43
2023-03-26,John Legere@JohnLegere,"What an inspiring woman who has seen the repercussions of hatred (and, with it, book banning) worldwide. Way to stand for what you believe in, Grace Linn!",8,47
2023-03-26,John Legere@JohnLegere,It’s Bing vs. Bard! What AI program are you using? Let me know!,1,19
2023-03-27,John Legere@JohnLegere,I am thrilled that my fellow Greys and I can support UMass with its new Indoor Performance Center! Can’t wait for the students to see it all finished.,9,73
2023-03-27,John Legere@JohnLegere,"Reminding myself that if Jeremy Renner can get back up after that terrible accident a few months ago, I can get through this little injury in time from my marathon.",4,103
2023-04-04,John Legere@JohnLegere,There’s a new country officially joining NATO today. Finland is officially a member of the NATO military alliance to protect itself from what’s happening between Russia and Ukraine.,11,80
2023-04-05,John Legere@JohnLegere,I hope everyone in the Midwest is staying safe with all these storms this week.,6,32
2023-04-05,John Legere@JohnLegere,"Johnson & Johnson will have to pay $8.9 billion in a settlement against those who developed cancer from their talc powder. Honestly, I would be more surprised if they didn’t file for bankruptcy.",10,38
2023-04-05,John Legere@JohnLegere,Medical uses for AI are becoming one of the most thrilling and interesting developments to watch in tech. What do you think of using AI like ChatGPT for medical research and diagnosis?,5,33
2023-04-06,John Legere@JohnLegere,Heard about this yesterday and still can’t believe it. A brilliant businessman has gone too soon in such a tragedy. My heart goes out to his family.,8,32
2023-04-06,John Legere@JohnLegere,"While I disagree with CNN about April being “cruel,” I think we’re at an interesting economic point. I’ll probably discuss this more after tomorrow’s job report on #LBTwithJohn. Will you be listening? 
https://cnn.com/2023/04/06/investing/premarket-stocks-trading/index.html…",2,20
2023-04-06,John Legere@JohnLegere,"Whether I'm about to run in the Boston Marathn or not, Lizzy and I are still working hard to raise money for the Dana Farber Cancer Institute! Follow the link to help us reach our $500,000 goal!",4,55
2023-04-07,John Legere@JohnLegere,Justice Thomas is in the hot seat this week. Reports show that the Supreme Court judge accepted financial gifts from a major political donor. What do you think will happen next?,16,70
2023-04-07,John Legere@JohnLegere,"Happy Friday, everyone! While something came up that’s keeping me away from LBT, I figured I’d still answer a few questions. #AMAwithJohn",3,12
2023-04-07,John Legere@JohnLegere,"Yesterday, two elected officials were expelled from the Tennessee Legislature after speaking with gun reform advocates. Not a good day for democracy.",17,120
2023-04-08,John Legere@JohnLegere,It’s a busy weekend for many people this weekend with Easter and Passover going on. What are you most excited about?,3,28
2023-04-08,John Legere@JohnLegere,"Apparently, ChatGPT can do a lot of things…but it can’t keep a secret.",10,43
2023-04-08,John Legere@JohnLegere,What other business stories should be brought to the big screen?,2,28
2023-04-09,John Legere@JohnLegere,Wishing everyone a wonderful Easter Sunday,3,97
2023-04-09,John Legere@JohnLegere,"Just because it’s a holiday doesn’t mean I’m taking a break from raising money for cancer research. Help Lizzy and I raise $500,000 for Dana Farber Cancer Institute!",6,62
2023-04-18,John Legere@JohnLegere,"It’s no secret that Facebook has been profiting off our data, but you may be able to see some of that money yourself. Might want to check out this privacy settlement.",10,44
2023-04-19,John Legere@JohnLegere,"Congrats Tim Cook and the Apple team, on opening their first store in India! 
https://cnn.com/2023/04/18/tech/tim-cook-apple-store-india-opening-intl-hnk/index.html…",4,51
2023-04-19,John Legere@JohnLegere,The White House might need to look into baby-proofing its front gates.,3,36
2023-04-19,John Legere@JohnLegere,"Fox News has officially settled with Dominion for $787.5 million over their claims about election fraud. Now, they have to get ready to go up against Smartmatic.",8,38
2023-04-20,John Legere@JohnLegere,"Meta has started its latest round of layoffs, focusing on technical employees. What do you think of this latest move? Is this a good way to be efficient or a bad move?",9,31
2023-04-20,John Legere@JohnLegere,Elon Musk and SpaceX are not having the best morning today as the first test of their Starship rocket exploded during take-off.,10,54
2023-04-20,John Legere@JohnLegere,"Join me TOMORROW as we discuss some of the latest hot topics from the past week. You can find me on Twitter Spaces tomorrow, April 21st, at 12 PM. What do you hope we talk about? https://twitter.com/i/spaces/1YqJDodNvaaGV…",4,20
2023-04-20,John Legere@JohnLegere,"Hopefully, we’ll better understand what McCarthy has planned to negotiate to raise the debt limit with the White House. Be prepared for a lot of cuts. What do you think will be in the GOP plan?",1,14
2023-04-21,John Legere@JohnLegere,"Who's ready for #LBTwithJohn today?! Are you joining me at 12 PM? If so, let me know what you hope we talk about. Be sure to save time.",2,6
2023-04-21,John Legere@JohnLegere,Sorry for the technically difficulties!! Let’s talk!,,3
2023-04-21,John Legere@JohnLegere,I hope all my friends and followers celebrating Ramadan this past month have a blessed end to the holiday today!,4,63
2023-04-21,John Legere@JohnLegere,"Despite the floods going down after last week’s rainfall, many Florida residents are still affected at the gas pumps. How are you doing over there, South Florida? 
https://cnn.com/2023/04/19/business/south-florida-gas-shortages/index.html…",2,16
2023-04-21,John Legere@JohnLegere,"If you were on #LBTwithJohn yesterday, you would have heard the good news! I’m thrilled to announce that we met our donation goal for the Dana Farber Cancer Institute and surpassed it! Thank you all for helping Lizzy and me raise $550K!",5,84
2023-04-22,John Legere@JohnLegere,Looks like the merger between Activision and Microsoft might not be going through due to an antitrust case in the UK. What do you think of this delay?,4,17
2023-04-30,John Legere@JohnLegere,There’s no doubt that AI is the future of work. The question is if you’re ready to work with AI instead of against it. Are you ready?,1,24
2023-04-30,John Legere@JohnLegere,"Happy First Day of May, everyone! What are your goals for the new month?",1,37
2023-05-01,John Legere@JohnLegere,"Looks like we’ve narrowly avoided another SVB collapse with First Republic. JPMorgan Chase is officially buying most of the bank’s assets after its collapse late last week. 
https://cnn.com/2023/05/01/business/first-republic-purchase-hnk-intl/index.html…",3,22
2023-05-01,John Legere@JohnLegere,Very excited to see how this new platform works and how it will differ from Twitter. Do you know anyone that’s gotten a coveted Beta code yet?,11,51
2023-05-02,John Legere@JohnLegere,"Well, it looks like the Hollywood writers at the WGA are going on strike after negotiations with producers fell through. While you may think this doesn’t affect you, it does mean many of your favorite shows will end or be put on hold.",5,63
2023-05-02,John Legere@JohnLegere,"The surgeon general says we’re facing a new epidemic: loneliness and isolation. Since Covid, many people have chosen to continue working from home or don’t go out as often as before. Are you affected by this epidemic? 
https://cnn.com/2023/05/02/health/murthy-loneliness-isolation/index.html…",11,52
2023-05-02,John Legere@JohnLegere,"I’ll be honest, this may be a little worrying, but I’m also a bit of an optimist. I’m excited to see how AI can improve our work and lives. However, there’s no doubt that there needs to be checks.",8,34
2023-05-03,John Legere@JohnLegere,We’re halfway through the week. How are you all doing? Is there any big news in your lives or the world that you’re focused on? I want to know!,2,32
2023-05-03,John Legere@JohnLegere,"After saying weeks ago that we might be done with Fed and probably wouldn’t raise rates again…we’re back to talking about interest rates. 
https://cnn.com/2023/05/03/business/fed-rate-decision-may/index.html…",4,16
2023-05-03,John Legere@JohnLegere,Some researchers are looking into technology that could translate our thoughts. Not sure how I feel about that. Would you want AI to read your mind?,7,22
2023-05-04,John Legere@JohnLegere,#MayThe4thBeWithYou! Important question: what is your favorite part of the franchise?,1,17
2023-05-04,John Legere@JohnLegere,Reports show that nearly a third of nurses plan to leave the profession over the next few years. What do we need to do to keep these nurses because the pandemic showed how much we need them?,3,32
2023-05-04,John Legere@JohnLegere,"10-year-olds working at McDonald’s?! I know it’s called a kid’s meal, but it’s for kids to eat, not prepare.",14,83
2023-05-04,John Legere@JohnLegere,"Happy Cinco de Mayo! Taking some time to relax this weekend, so no #LBTwithJohn today. I hope all of you have a great weekend and I can’t wait to chat with you next week!",,34
