dates,ID,content,rt,like
2023년 2월 27일,John Legere@JohnLegere,"Every major production company wants to reboot something. Let’s be honest, though, do we need another “Lord of the Rings?”",5,90
2023년 2월 27일,John Legere@JohnLegere,Does this mean my NFTs might be worth a little bit more now?,2,17
2023년 2월 27일,John Legere@JohnLegere,"“Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.” 
― Martin Luther King Jr #SundayInspiration",21,147
2023년 2월 26일,John Legere@JohnLegere,"But what about just coffee? No? These might be worth a try, though.",2,29
2023년 2월 26일,John Legere@JohnLegere,This is a scary thought. What makes us human on the internet?,9,31
2023년 2월 26일,John Legere@JohnLegere,Today is a good day to spread a bit of kindness and love in the world. What act of love will you do today?,26,171
2023년 2월 25일,John Legere@JohnLegere,With new technology comes new opportunities to be scammed. Make sure to double-check which AI search engine you’re using.,11,25
2023년 2월 25일,John Legere@JohnLegere,"This week officially marks a year since the start of the War in Ukraine. The country has seen such devastation and death but, despite it all, has persevered in the face of injustice. Hopefully, this war will soon end, and Ukraine will remain free.",6,51
2023년 2월 24일,John Legere@JohnLegere,I’m hearing more and more about this 4-day workweek trend. What do you think of the 4-day workweek? Would you want this kind of workweek?,38,589
2023년 2월 24일,John Legere@JohnLegere,How should we communicate with AI to get exactly what we need from them?,2,17
2023년 2월 24일,John Legere@JohnLegere,It’s almost the end of the week and nearly the end of the month. Let’s do a check-in. How are you doing? Are you feeling alright?,8,88
2023년 2월 23일,John Legere@JohnLegere,Do you still want to try ChatGPT but don’t want to wait? Try out these alternatives! It would definitely be smart to learn more about using different forms of AI now rather than catching up later.,5,29
2023년 2월 23일,John Legere@JohnLegere,I need to get out of New York before the big storm. You all stay warm!,4,43
2023년 2월 22일,John Legere@JohnLegere,Google Chrome is getting some updates to help with memory and ram issues. What do you think of these latest updates?,5,21
2023년 2월 22일,John Legere@JohnLegere,"We’re almost at the end of February, which also happens to be Black History Month. While I could just post about Martin Luther King Jr., I want to hear about stories I wouldn’t normally hear about. Who is someone that deserves more recognition?",5,49
2023년 2월 13일,John Legere@JohnLegere,It’s Super Bowl Day! What are you most excited about? #SuperBowlLVII,12,34
2023년 2월 12일,John Legere@JohnLegere,"While everyone is talking about how amazing AI is, it’s interesting to hear about these concerns in the tech world.",12,61
2023년 2월 12일,John Legere@JohnLegere,"This might be an interesting way to help people get around if they don’t want the hassle of maintaining a car. Interested to see how this does. 
https://cnn.com/2023/02/10/business/hyundai-car-subscription…",7,38
2023년 2월 12일,John Legere@JohnLegere,"Happy Saturday, everyone! What are you up to today? #SaturdayVibes",3,53
2023년 2월 11일,John Legere@JohnLegere,"So far, over 22,000 have been declared dead, and thousands have been injured in Turkey and Syria after the 7.8 magnitude earthquake on Monday. If you want to help, even in a little way, here are some organizations where you can donate.",30,75
2023년 2월 11일,John Legere@JohnLegere,Love seeing “Grease Lightning” going magenta for the Super Bowl!,4,39
2023년 2월 11일,John Legere@JohnLegere,"Who’s ready to discuss this week’s current events? Join me on Twitter spaces TODAY at 12 PM! #LBTwithJohn
https://twitter.com/i/spaces/1YqKDoAVzLDxV…",1,8
2023년 2월 11일,John Legere@JohnLegere,Don’t forget to join me for #LBTwithJohn,1,2
2023년 2월 10일,John Legere@JohnLegere,#TBT to cross country sleeper car Train ride with my two adorable daughters over 30 years ago…and shout out to my #DadJeans,2,116
2023년 2월 10일,John Legere@JohnLegere,"It looks like Microsoft and Google aren’t the only companies looking to get into the AI search engine game. Do you think Alibaba can come out on top against these two tech giants?
https://cnn.com/2023/02/08/tech/china-alibaba-ai-bot-announcement-chatgpt-rival-intl-hnk/index.html…",5,26
2023년 2월 10일,John Legere@JohnLegere,"One of my goals this year is to be more grateful. While I’ve been under the weather this week, it’s hard to focus on anything else but being sick. However, I’m grateful that I can rest and get better. What are you grateful for today? #ThankfulThursday",10,164
2023년 2월 10일,John Legere@JohnLegere,It was an exciting morning at the stock market today!,2,15
2023년 2월 10일,John Legere@JohnLegere,Got to love Twitter Spaces! Definitely one of the highlights on this app right now. What’s do you think of it?,1,15
2023년 2월 9일,John Legere@JohnLegere,Excited to see what Google’s new AI revival to ChatGPT will bring to the table. I hope it adds something new!,6,29
2023년 2월 3일,John Legere@JohnLegere,"It’s Groundhog Day, and it looks like we’re about to have 6 more weeks of winter. No surprise there with the cold day we’re having in NYC.",4,45
2023년 2월 2일,John Legere@JohnLegere,Good news for Pelaton! It looks like those start-of-the-year resolutions really helped people subscribe.,1,20
2023년 2월 2일,John Legere@JohnLegere,"Happy February, everyone! What do you need to know to be ready for the new month?",5,51
2023년 2월 2일,John Legere@JohnLegere,"It looks like @TomBrady is retiring from football again, this time for good! Congrats!",5,45
2023년 2월 1일,John Legere@JohnLegere,"If the project has already been made and you’ve made the investment, why not give it a chance to earn it back?",2,23
2023년 2월 1일,John Legere@JohnLegere,I AM Batman!,5,84
2023년 2월 1일,John Legere@JohnLegere,"Looks like Open AI, Microsoft, and GitHub and getting ready to fight over whether or not they pay for artist copyright. If a software relies so much on copying from other artists, why shouldn’t those artists get paid?",12,50
2023년 2월 1일,John Legere@JohnLegere,It’s the last day of January! I hope all of you had a great start to the year. What did you get done?,3,55
2023년 1월 31일,John Legere@JohnLegere,Only a few more weeks until the Super Bowl (and my favorite Slow Cooker recipes for the party)! Who are you cheering on?,3,19
2023년 1월 31일,John Legere@JohnLegere,Decided to try my hand at ChatGPT! What do you think of its response?,5,63
2023년 1월 31일,John Legere@JohnLegere,Tyre Nichols was a young man with a bright future ahead of him. Heartbroken that he was taken so soon and so violently.,10,80
2023년 1월 31일,John Legere@JohnLegere,I have a couple of minutes today and I want to help you guys get ready for the week. Ask me anything! #AMA,6,128
2023년 1월 30일,John Legere@JohnLegere,Well…that’s one way to send off a loved one.,8,59
2023년 1월 30일,John Legere@JohnLegere,"It looks like there’s shortages all over the medication industry, including pharmacies. Companies like CVS are going to be facing some hard times if this keeps up. 
https://cnn.com/2023/01/27/business/cvs-walmart-pharmacy-hours…",13,40
