dates,ID,content,rt,like
2022년 6월 4일,Elon Musk@elonmusk,Getty watermark is the coup de grâce,5.4천,9.1만
2022년 6월 4일,Elon Musk@elonmusk,Diabolical!,2.2만,23만
2022년 6월 4일,Elon Musk@elonmusk,Johnny Rotten of The Sex Pistols,3.6만,19만
2022년 6월 3일,Elon Musk@elonmusk,Los Angeles is fortunate to have someone like Rick Caruso running for mayor. He’s awesome.,8.1천,10만
2022년 6월 3일,Elon Musk@elonmusk,"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",9.2천,11만
2022년 6월 2일,Elon Musk@elonmusk,Tesla scores 100/100 for 7th year in a row for LGBTQ equality,5천,5.9만
2022년 6월 1일,Elon Musk@elonmusk,10 years since SpaceX’s first mission to @Space_Station,5.1천,5.9만
2022년 5월 31일,Elon Musk@elonmusk,Literally …,4.2만,43만
2022년 5월 31일,Elon Musk@elonmusk,Tesla Plaid S cruising around Austin with volume at 11 is sublime,4천,8.6만
2022년 5월 31일,Elon Musk@elonmusk,Veridis Quo,4.4천,6.3만
2022년 5월 31일,Elon Musk@elonmusk,I miss them,3.2만,47만
2022년 5월 24일,Elon Musk@elonmusk,"Starlink now available for RVs, campers & other large vehicle users (note, antenna too big for cars)",9.9천,8.8만
2022년 5월 23일,Elon Musk@elonmusk,Netflix documentary about returning astronauts to orbit after Space Shuttle program ended,8.6천,9.7만
2022년 5월 23일,Elon Musk@elonmusk,"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",2.7만,31만
2022년 5월 21일,Elon Musk@elonmusk,Accurate,3.6천,4.4만
2022년 5월 21일,Elon Musk@elonmusk,"Tesla is building a hardcore litigation department where we directly initiate & execute lawsuits. The team will report directly to me. 

Please send 3 to 5 bullet points describing evidence of exceptional ability.

justice@tesla.com",2.7만,20만
2022년 5월 21일,Elon Musk@elonmusk,Sus man,2.2만,23만
2022년 5월 21일,Elon Musk@elonmusk,Worth watching this interview with @theallinpod. The May 16 date is important.,6천,4.8만
2022년 5월 20일,Elon Musk@elonmusk,"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas & environmental monitoring of Amazon!    ",5.7만,55만
2022년 5월 20일,Elon Musk@elonmusk,"Finally, we get to use Elongate as scandal name. It’s kinda perfect. ",2.7만,26만
2022년 5월 20일,Elon Musk@elonmusk,The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,9.1만,69만
2022년 5월 20일,Elon Musk@elonmusk,"To be clear, I’m spending <5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!

Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.

So may seem like below, but not true.",1.8만,23만
2022년 5월 20일,Elon Musk@elonmusk,Wise words https://x.com/BillyM2k/statu/BillyM2k/status/1527325248643026944…,7.3천,7.1만
2022년 5월 20일,Elon Musk@elonmusk,"Good night, sweet maestro, and flights of angels sing thee to thy rest",6.3천,7.1만
2022년 5월 20일,Elon Musk@elonmusk,A party more moderate on all issues than either Reps or Dems would be ideal,1.9만,22만
2022년 5월 11일,Elon Musk@elonmusk,"Starlink has resisted Russian cyberwar jamming & hacking attempts so far, but they’re ramping up their efforts",1.4만,13만
2022년 5월 9일,Elon Musk@elonmusk,Chocolate milk is insanely good. Just had some.,8.3만,106만
2022년 5월 9일,Elon Musk@elonmusk,"If I die under mysterious circumstances, it’s been nice knowin ya",20만,178만
2022년 5월 9일,Elon Musk@elonmusk,.@Rogozin sent this to Russian media,8.9천,10만
2022년 5월 7일,Elon Musk@elonmusk,Another Starlink mission completed,9.9천,13만
2022년 5월 7일,Elon Musk@elonmusk,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec & server hardware",3.5만,36만
2022년 5월 4일,Elon Musk@elonmusk,I dunno … seems kinda fungible,3.1만,43만
2022년 5월 4일,Elon Musk@elonmusk,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",3.2만,39만
2022년 5월 4일,Elon Musk@elonmusk,"Who funds these organizations that want to control your access to information? Let’s investigate …
https://cnn.com/2022/05/03/tech/twitter-letter-content-policies/index.html?utm_term=link&utm_source=twCNN&utm_content=2022-05-03T19%3A15%3A05&utm_medium=social…",5.3만,36만
2022년 5월 3일,Elon Musk@elonmusk,As I was saying …,10만,125만
2022년 5월 3일,Elon Musk@elonmusk,"the elusive beauty of imperfection

侘寂",2.8만,38만
