dates,ID,content,rt,like
2023년 10월 6일,Bill Gates@BillGates,It's great to see all the innovative climate solutions featured this week.,1.5천,3.4천
2023년 10월 6일,Bill Gates@BillGates,U.S. students flunk algebra more than any other course—but one middle school in Southern California is working to change that with a new approach to teaching math that involves McDonald’s and movie theater popcorn.,1.5천,4.6천
2023년 10월 5일,Bill Gates@BillGates,I made a playlist for all the other math nerds out there.,736,2.6천
2023년 10월 5일,Bill Gates@BillGates,"In this fascinating @NYTimes article, @snolen shares how an international team of scientists, including @TargetMalaria, is using cutting-edge technology to fight an ancient disease.",428,1.3천
2023년 10월 4일,Bill Gates@BillGates,"I joined a math class at Chula Vista Middle School, where real-world problems—like how to get the most bang for your buck when buying movie theater popcorn—are changing the way students learn America’s least favorite subject.",439,2천
2023년 10월 3일,Bill Gates@BillGates,.@kkariko and @WeissmanLab saw the potential of mRNA when few others did and fought tooth and nail to study it—resulting in revolutionary vaccines that have saved tens of millions of lives. Congratulations on your well-deserved Nobel Prize; your work has truly changed the world.…,418,1.8천
2023년 10월 2일,Bill Gates@BillGates,Happy Birthday President Carter. You are an inspiration and your lifesaving work has changed the world forever. https://gates.ly/48sJAaO @CarterCenter,542,2.9천
2023년 9월 30일,Bill Gates@BillGates,It’s been a lot of fun making my podcast Unconfuse Me. Check out some of my favorite highlights so far: https://b-gat.es/4669v6C #InternationalPodcastDay,458,1.9천
2023년 9월 30일,Bill Gates@BillGates,.@antoraenergy and @rondoenergy are making remarkable progress on thermal batteries. Their clean energy solutions are helping address industrial emissions by storing power and scaling up—without increasing costs. https://b-gat.es/3teVogZ,374,1.3천
2023년 9월 30일,Bill Gates@BillGates,One thing the world could always use more of: hope.,541,2.3천
2023년 9월 29일,Bill Gates@BillGates,Dr. M. S. Swaminathan's leadership improved India's food security and influenced global efforts to combat hunger. His passing is a profound loss that will be deeply felt around the world. @doctorsoumya @mssrf,483,2.5천
2023년 9월 27일,Bill Gates@BillGates,"As I think about the next big meeting on climate that I’ll be attending–#COP28–I want to share my own journey on climate change, and why I founded @Breakthrough.",469,1.9천
2023년 9월 25일,Bill Gates@BillGates,"Linguist @JohnHMcWhorter dives into the ""it is what it is"" debate in @nytopinion. It’s a fascinating, in-depth exploration of language evolution and multiple meanings.",284,995
